,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,Total Minutes,Total Calls,Total Charge,Churn Count,Costomer Service Frequency,User Value
1916,NJ,72,415,422-9964,no,no,0,175.5,103,29.84,132.3,120,11.25,242.9,96,10.93,11.8,3,3.19,1,False,562.5,322,55.21,0,Low,Medium User
1917,NM,113,510,366-9211,no,no,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2,False,627.9,313,57.5,0,Medium,High User
1918,ND,177,408,384-9033,no,no,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,605.9000000000001,330,61.21,0,Low,High User
1919,WA,100,408,382-4932,no,no,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,526.7,322,43.33,1,High,Medium User
1920,NM,67,415,404-7518,no,no,0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,False,629.3000000000001,309,64.82,0,Low,High User
1921,DE,136,415,353-1954,no,no,0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,False,450.09999999999997,329,43.2,0,Medium,Low User
1922,GA,71,415,391-7166,no,no,0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,False,577.3000000000001,346,65.54,0,High,Medium User
1923,HI,134,408,370-9000,no,no,0,242.4,126,41.21,152.9,115,13.0,318.3,115,14.32,11.8,6,3.19,1,False,725.4,362,71.72,0,Low,High User
1924,CT,124,415,332-3642,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,732.9,304,63.379999999999995,0,Low,High User
1925,NJ,84,415,412-3898,no,no,0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,False,645.1999999999999,351,62.919999999999995,0,Medium,High User
1926,ME,39,408,366-5640,no,no,0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,False,564.3,312,55.04,0,Medium,Medium User
1927,OK,110,510,356-2302,no,no,0,188.0,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,False,444.1,312,50.54,0,Medium,Low User
1928,TN,102,510,345-9018,no,no,0,103.1,70,17.53,275.0,129,23.38,141.1,92,6.35,11.2,5,3.02,1,False,530.4000000000001,296,50.28,0,Low,Medium User
1929,WY,70,415,365-6205,no,no,0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,False,607.1,360,58.24,0,Low,High User
1930,NY,142,415,337-1151,no,no,0,145.4,93,24.72,209.1,98,17.77,214.0,96,9.63,10.9,1,2.94,1,False,579.4,288,55.059999999999995,0,Low,Medium User
1931,DE,81,510,374-4664,yes,no,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,566.5999999999999,271,66.09,0,Low,Medium User
1932,RI,17,415,396-9656,no,no,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1,False,699.3000000000001,315,62.17,0,Low,High User
1933,PA,119,408,377-5043,no,no,0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10.0,2,2.7,1,True,755.7,260,79.03,1,Low,High User
1934,HI,105,415,401-7359,no,no,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,794.3,332,84.92999999999999,1,Low,High User
1935,MD,108,415,375-2184,yes,yes,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3,True,555.4,303,51.0,1,Medium,Medium User
1936,VA,90,415,367-6005,no,no,0,102.0,118,17.34,113.3,134,9.63,188.6,105,8.49,11.4,3,3.08,2,False,415.29999999999995,360,38.54,0,Medium,Low User
1937,IN,100,415,364-2166,no,yes,33,218.7,104,37.18,155.0,144,13.18,99.0,117,4.46,12.1,4,3.27,1,False,484.8,369,58.09,0,Low,Low User
1938,OR,155,408,414-4741,no,yes,30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,False,578.0999999999999,268,51.150000000000006,0,Low,Medium User
1939,AZ,113,510,403-9719,no,no,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,True,543.1,306,51.669999999999995,1,Medium,Medium User
1940,WI,123,415,371-8452,no,no,0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,False,593.8,273,56.7,0,Low,Medium User
1941,VA,145,408,392-6239,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,False,622.0,348,59.629999999999995,0,Low,High User
1942,MO,42,415,410-5250,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False,673.0,285,63.35,0,Medium,High User
1943,NV,125,510,336-1574,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False,598.4,305,57.480000000000004,0,Low,Medium User
1944,HI,131,415,406-8324,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False,604.2,292,58.660000000000004,0,Low,High User
1945,WA,107,415,411-7110,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,False,603.5999999999999,236,68.17999999999999,0,Low,High User
1946,IL,48,408,341-9907,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False,552.5,266,58.9,0,Low,Medium User
1947,IL,76,510,400-8952,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,False,636.3,300,62.17,0,Low,High User
1948,LA,128,415,333-9266,no,no,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False,653.5,327,59.230000000000004,0,Low,High User
1949,WI,73,415,419-4894,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,False,617.4,291,60.43000000000001,0,Low,High User
1950,TX,52,415,364-9904,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,True,471.5,302,47.5,1,High,Low User
1951,MI,126,415,394-3048,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,469.90000000000003,346,46.52000000000001,0,Low,Low User
1952,NC,124,415,352-6265,no,no,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,False,594.8000000000001,333,58.989999999999995,0,Low,Medium User
1953,WA,137,408,357-3187,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False,666.8000000000001,355,67.62,0,Low,High User
1954,ND,71,510,373-8483,no,no,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,721.4,320,76.00999999999999,1,Low,High User
1955,NE,139,415,375-9930,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,617.5,285,63.720000000000006,0,Low,High User
1956,MS,107,510,352-6282,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False,578.3000000000001,257,62.0,0,Medium,Medium User
1957,KY,147,408,396-2945,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False,583.3,285,63.31,0,Low,Medium User
1958,RI,116,510,412-3527,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False,400.09999999999997,286,42.77,0,Medium,Low User
1959,NY,60,510,328-4231,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False,672.9,275,67.85,0,Medium,High User
1960,TX,38,510,413-9055,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False,375.4,274,40.61,0,Low,Low User
1961,DE,63,408,363-8755,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False,540.0,296,51.42999999999999,0,Medium,Medium User
1962,NM,94,415,388-8891,no,no,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False,612.4,326,53.07000000000001,0,Medium,High User
1963,RI,131,415,360-1776,no,no,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False,465.0,359,45.279999999999994,0,Low,Low User
1964,MS,158,510,411-3578,no,no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,False,563.5,297,57.349999999999994,0,Low,Medium User
1965,NY,139,510,399-7268,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True,629.9,336,67.21,1,Low,High User
1966,NE,77,415,350-1532,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,590.6,342,55.6,0,Low,Medium User
1967,WI,140,415,359-2197,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False,557.3,312,53.24,0,Medium,Medium User
1968,KY,72,408,407-9290,no,no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,543.9,302,55.8,0,Low,Medium User
1969,SD,52,510,358-6672,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False,603.8,295,54.24,0,Low,High User
1970,VA,103,510,393-4621,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,False,601.9000000000001,320,59.51,0,High,High User
1971,KS,74,415,336-7357,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,728.9000000000001,318,69.07000000000001,0,Low,High User
1972,ND,124,415,351-1466,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,555.4000000000001,279,56.83,0,Medium,Medium User
1973,CO,85,510,394-6668,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False,678.6999999999999,299,76.94000000000001,0,High,High User
1974,KY,113,408,403-2673,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,599.5,241,55.13,1,High,Medium User
1975,WA,71,408,355-1735,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,False,468.69999999999993,296,46.27,0,Medium,Low User
1976,NV,177,415,416-7679,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False,652.0999999999999,294,68.30000000000001,0,Low,High User
1977,SC,49,415,340-4972,yes,no,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True,630.1,303,69.94999999999999,1,Medium,High User
1978,RI,106,510,417-4826,yes,no,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,True,549.8,250,59.97,1,Medium,Medium User
1979,ID,60,510,408-6676,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False,609.8,247,63.89,0,Low,High User
1980,KY,43,408,417-6683,no,no,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False,646.6,299,59.800000000000004,0,High,High User
1981,ME,66,510,331-6270,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,585.8,359,52.23,0,Low,Medium User
1982,SD,125,415,404-9754,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False,628.0,257,62.5,0,Low,High User
1983,SC,114,510,364-9425,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False,604.8000000000001,272,56.209999999999994,0,Medium,High User
1984,TN,112,415,339-6477,no,no,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True,674.1,312,77.13999999999999,1,Medium,High User
1985,MT,101,408,362-2787,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False,535.5000000000001,325,49.93000000000001,0,Medium,Medium User
1986,WI,70,415,405-9233,no,no,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False,313.0,273,23.25,0,Low,Low User
1987,AK,59,408,416-1845,no,no,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False,475.49999999999994,329,50.32,0,Low,Low User
1988,AZ,59,408,385-9657,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False,560.5,298,54.14000000000001,0,Low,Medium User
1989,MT,124,415,420-5652,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,645.3,225,60.300000000000004,0,Medium,High User
1990,DE,99,415,415-1141,no,no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False,593.9,315,55.550000000000004,0,Medium,Medium User
1991,VA,150,510,334-5634,no,no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False,578.0,316,58.66,0,Low,Medium User
1992,MA,81,510,403-4200,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False,560.8000000000001,267,60.489999999999995,0,Medium,Medium User
1993,IN,86,510,357-7893,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,False,701.1,286,70.26,0,Low,High User
1994,MD,84,510,369-2899,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False,435.90000000000003,267,49.5,0,Low,Low User
1995,NV,118,510,381-1026,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False,741.6000000000001,341,78.37,0,Low,High User
1996,CO,89,415,388-8722,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False,672.4,343,66.42,0,Low,High User
1997,KS,93,415,418-3135,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False,575.0000000000001,273,67.28,0,Medium,Medium User
1998,AR,85,415,380-3974,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False,471.9,283,43.26,0,Medium,Low User
1999,WY,160,408,338-7232,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False,447.2,274,40.69,0,Low,Low User
2000,PA,28,415,334-5223,no,no,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False,532.4,294,53.71999999999999,0,Medium,Medium User
2001,TX,73,408,340-8323,no,no,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True,689.5,342,76.36999999999999,1,Low,High User
2002,NY,156,408,337-6851,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False,631.9999999999999,333,60.58999999999999,0,Medium,High User
2003,OR,33,415,344-5973,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False,555.1999999999999,346,58.199999999999996,0,Low,Medium User
2004,CA,77,510,335-2261,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False,643.5999999999999,267,63.11,0,High,High User
2005,NY,119,415,343-1458,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False,546.0,283,51.93,0,Low,Medium User
2006,AR,91,510,415-4875,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,557.7,273,57.59,0,Medium,Medium User
2007,MI,102,510,381-2726,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,670.1,304,71.14,0,Medium,High User
2008,OK,86,415,395-3852,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,570.1,308,68.36999999999999,0,Medium,Medium User
2009,TX,82,415,358-7914,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,502.3,307,48.13,0,Low,Medium User
2010,NC,89,408,332-6958,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,479.09999999999997,367,45.24,0,Low,Low User
2011,ID,86,415,355-1019,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,589.3,323,60.629999999999995,0,Medium,Medium User
2012,IL,134,408,382-9447,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,474.1,310,50.63,0,Low,Low User
2013,OR,92,415,386-8536,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,560.5,272,59.81999999999999,0,Medium,Medium User
2014,SD,87,510,363-3818,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,553.6,283,57.940000000000005,0,Medium,Medium User
2015,NE,64,408,360-6416,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,569.0,290,67.37,0,Low,Medium User
2016,RI,80,510,332-8764,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,649.2,302,66.99000000000001,0,Medium,High User
2017,MD,165,415,398-4814,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,542.2,324,54.38,0,Medium,Medium User
2018,ID,153,415,410-5963,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,625.9,323,60.7,0,Low,High User
2019,ME,41,415,399-6642,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,545.2,292,58.72,0,Low,Medium User
2020,SD,108,415,390-9986,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,692.7,271,71.57000000000001,0,Medium,High User
2021,NY,104,415,391-1793,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,577.6999999999999,317,59.269999999999996,0,Low,Medium User
2022,DE,115,408,352-5542,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,494.1,256,47.900000000000006,0,Low,Low User
2023,OK,87,415,386-8118,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,507.59999999999997,306,55.49,0,Low,Medium User
2024,SC,159,415,394-9825,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,544.4,275,55.209999999999994,0,Medium,Medium User
2025,IN,119,510,382-4952,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,542.4,364,54.49,0,Medium,Medium User
2026,NV,69,415,387-2698,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,617.9,334,57.95,0,Low,High User
2027,IL,87,408,417-1360,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,595.4,340,58.050000000000004,0,Low,Medium User
2028,SD,93,510,408-4836,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,792.0,312,84.67999999999999,1,Low,High User
2029,OK,154,415,374-8329,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,549.4,326,54.53,1,Low,Medium User
2030,KS,57,415,363-8424,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,647.3,309,68.14,0,Low,High User
2031,IA,130,510,408-8910,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,603.6999999999999,314,56.96,0,High,High User
2032,NJ,151,415,399-3840,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,605.2,264,56.2,0,Medium,High User
2033,NJ,162,408,367-8692,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,757.6999999999999,227,74.8,1,Medium,High User
2034,MT,60,415,387-4504,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,697.2,339,61.14,0,Low,High User
2035,IA,81,510,328-2647,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,714.7,232,71.14999999999999,0,Medium,High User
2036,WA,132,415,369-7903,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,561.9,334,64.31,0,Medium,Medium User
2037,NE,86,408,399-6852,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,489.3,333,43.620000000000005,0,Low,Low User
2038,TX,136,408,335-4888,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,766.2,321,79.64,1,Low,High User
2039,MS,121,415,344-2260,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,539.0,317,50.81,0,Low,Medium User
2040,IA,105,510,349-4070,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,543.6,353,44.699999999999996,0,Medium,Medium User
2041,WI,105,415,394-6505,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,576.1999999999999,242,63.339999999999996,0,Medium,Medium User
2042,MT,51,415,419-3612,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,692.5,257,73.82,0,Low,High User
2043,GA,64,408,356-1952,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,486.19999999999993,314,46.55,0,Medium,Low User
2044,MT,80,510,416-7866,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,574.5,365,57.83,0,Low,Medium User
2045,ND,56,415,398-1759,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,615.1,320,69.66,0,High,High User
2046,VT,120,415,338-9950,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,602.8,310,56.019999999999996,0,Low,High User
2047,SD,103,510,412-7278,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,619.5,337,63.65,0,Medium,High User
2048,OH,164,510,347-1263,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,582.2,351,55.07000000000001,0,Medium,Medium User
2049,OH,116,415,386-5684,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,634.0,278,64.07,0,Medium,High User
2050,MT,121,408,334-4354,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,585.8,301,59.53,0,Low,Medium User
2051,IL,55,415,398-5970,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,668.5,316,72.49,0,Low,High User
2052,NV,183,415,330-3429,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,554.5,322,50.27,0,Medium,Medium User
2053,UT,104,408,418-4637,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,613.9,368,72.9,0,Low,High User
2054,NH,90,408,393-7322,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,481.20000000000005,327,49.33,0,Low,Low User
2055,LA,82,415,353-5557,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,480.9,290,54.5,0,Low,Low User
2056,VT,101,415,411-5334,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,567.3,325,54.379999999999995,0,Medium,Medium User
2057,NY,9,415,398-8588,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,507.5,294,43.65,0,Medium,Medium User
2058,CT,97,415,374-7285,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,749.6,263,73.06,0,Low,High User
2059,KS,94,408,379-7215,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,729.5,311,76.22,1,Medium,High User
2060,MI,127,510,357-7875,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,703.3,276,69.44999999999999,0,Low,High User
2061,SD,125,510,393-9677,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,618.4999999999999,325,72.59000000000002,0,Low,High User
2062,ME,140,415,345-9598,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,659.5999999999999,330,62.68000000000001,0,Low,High User
2063,MD,90,415,353-3203,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,505.30000000000007,390,44.419999999999995,0,Medium,Medium User
2064,VA,67,415,330-7486,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,589.4000000000001,259,54.31,0,Medium,Medium User
2065,NJ,113,415,397-6425,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,583.7,249,61.74999999999999,0,Low,Medium User
2066,TN,121,510,338-1815,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,659.6,308,64.56,0,Low,High User
2067,DC,93,408,406-5023,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,555.1999999999999,276,57.019999999999996,0,High,Medium User
2068,DC,121,408,368-2458,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,444.8,278,50.6,0,Low,Low User
2069,OR,53,408,400-8375,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,697.8,338,76.29,1,Low,High User
2070,RI,75,415,387-8201,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,544.4,284,58.4,0,Low,Medium User
2071,AK,132,510,346-4360,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,746.4000000000001,320,69.74,0,Medium,High User
2072,WI,162,408,412-8811,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,451.9,347,48.529999999999994,0,Medium,Low User
2073,IN,140,415,413-3990,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,645.8,342,61.29,0,Low,High User
